NOME_FUNDO;DOC_FUNDO;FUNDO_ID;NOME_CEDENTE;DOC_CEDENTE;NOME_SACADO;DOC_SACADO;ID_RECEBIVEL;SEU_NUMERO;NU_DOCUMENTO;TIPO_RECEBIVEL;CHAVE_NFE;VALOR_NOMINAL;VALOR_PRESENTE;VALOR_AQUISICAO;VALOR_PDD;DATA_REFERENCIA;DATA_EMISSAO;DATA_VENCIMENTO_ORIGINAL;DATA_AQUISICAO;SITUACAO_RECEBIVEL;STATUS_SNAPSHOT;REVISAO
QA RLX GOLDEN ADVERSARIAL FIDC;83910000000237;e84fdd30-39ed-de86-292e-0d8d9d92d759;QA RLX CEDENTE 06;83920000000641;QA RLX SACADO 06;83930000000622;900719925474099312345;QA-000001;900000001;NOTA_FISCAL;35260883920000000641551100000000011100001094;240093,59;228329,00;228329,00;0,00;2026-08-09;2026-06-15;2026-09-13;2026-06-17;ATIVO;COMPLETO_COM_DADOS;1
QA RLX GOLDEN ADVERSARIAL FIDC;83910000000237;e84fdd30-39ed-de86-292e-0d8d9d92d759;QA RLX CEDENTE 07;83920000000722;QA RLX SACADO 11;83930000001190;920000000000000000002;QA-A-000002;900000002;NOTA_FISCAL;35260883920000000722551110000000021100001104;12606,96;11787,51;11787,51;0,00;2026-08-09;2026-06-16;2026-09-14;2026-06-18;ATIVO;COMPLETO_COM_DADOS;1
QA RLX GOLDEN ADVERSARIAL FIDC;83910000000237;e84fdd30-39ed-de86-292e-0d8d9d92d759;QA RLX CEDENTE 06;83920000000641;QA RLX SACADO 04;83930000000460;920000000000000000003;QA-A-000003;900000003;NOTA_FISCAL;35260883920000000641551120000000031100001113;18870,33;17719,24;17719,24;0,00;2026-08-09;2026-06-17;2026-09-15;2026-06-19;ATIVO;COMPLETO_COM_DADOS;1
QA RLX GOLDEN ADVERSARIAL FIDC;83910000000237;e84fdd30-39ed-de86-292e-0d8d9d92d759;QA RLX CEDENTE 07;83920000000722;QA RLX SACADO 09;83930000000975;920000000000000000004;QA-A-000004;900000004;NOTA_FISCAL;35260883920000000722551130000000041100001128;25133,70;23701,08;23701,08;0,00;2026-08-09;2026-06-18;2026-09-16;2026-06-20;ATIVO;COMPLETO_COM_DADOS;1
QA RLX GOLDEN ADVERSARIAL FIDC;83910000000237;e84fdd30-39ed-de86-292e-0d8d9d92d759;QA RLX CEDENTE 06;83920000000641;QA RLX SACADO 02;83930000000207;920000000000000000005;QA-A-000005;900000005;NOTA_FISCAL;35260883920000000641551140000000051100001137;31647,07;29969,78;29969,78;0,00;2026-08-09;2026-06-19;2026-09-17;2026-06-21;ATIVO;COMPLETO_COM_DADOS;1
QA RLX GOLDEN ADVERSARIAL FIDC;83910000000237;e84fdd30-39ed-de86-292e-0d8d9d92d759;QA RLX CEDENTE 07;83920000000722;QA RLX SACADO 07;83930000000703;920000000000000000006;QA-A-000006;900000006;NOTA_FISCAL;35260883920000000722551150000000061100001141;48910,44;46513,83;46513,83;0,00;2026-08-09;2026-06-20;2026-09-18;2026-06-22;ATIVO;COMPLETO_COM_DADOS;1
QA RLX GOLDEN ADVERSARIAL FIDC;83910000000237;e84fdd30-39ed-de86-292e-0d8d9d92d759;QA RLX CEDENTE 06;83920000000641;QA RLX SACADO 12;83930000001270;920000000000000000007;QA-A-000007;900000007;NOTA_FISCAL;35260883920000000641551160000000071100001150;65173,81;60937,51;60937,51;0,00;2026-08-09;2026-06-21;2026-09-19;2026-06-23;ATIVO;COMPLETO_COM_DADOS;1
QA RLX GOLDEN ADVERSARIAL FIDC;83910000000237;e84fdd30-39ed-de86-292e-0d8d9d92d759;QA RLX CEDENTE 07;83920000000722;QA RLX SACADO 05;83930000000541;920000000000000000008;QA-A-000008;900000008;NOTA_FISCAL;35260883920000000722551170000000081100001165;94939,70;89148,38;89148,38;0,00;2026-08-09;2026-06-22;2026-09-20;2026-06-24;ATIVO;COMPLETO_COM_DADOS;1
QA RLX GOLDEN ADVERSARIAL FIDC;83910000000237;e84fdd30-39ed-de86-292e-0d8d9d92d759;QA RLX CEDENTE 06;83920000000641;QA RLX SACADO 10;83930000001009;920000000000000000009;QA-A-000009;900000009;NOTA_FISCAL;35260883920000000641551180000000091100001174;125200,55;118064,12;118064,12;0,00;2026-08-09;2026-06-23;2026-09-21;2026-06-25;ATIVO;COMPLETO_COM_DADOS;1
QA RLX GOLDEN ADVERSARIAL FIDC;83910000000237;e84fdd30-39ed-de86-292e-0d8d9d92d759;QA RLX CEDENTE 07;83920000000722;QA RLX SACADO 03;83930000000380;920000000000000000010;QA-A-000010;900000010;NOTA_FISCAL;35260883920000000722551190000000101100001182;180213,92;170662,58;170662,58;0,00;2026-08-09;2026-06-24;2026-09-22;2026-06-26;ATIVO;COMPLETO_COM_DADOS;1
QA RLX GOLDEN ADVERSARIAL FIDC;83910000000237;e84fdd30-39ed-de86-292e-0d8d9d92d759;QA RLX CEDENTE 06;83920000000641;QA RLX SACADO 08;83930000000894;920000000000000000011;QA-A-000011;900000011;NOTA_FISCAL;35260883920000000641551200000000111100001193;240000,00;228240,00;228240,00;0,00;2026-08-09;2026-06-25;2026-09-23;2026-06-27;ATIVO;COMPLETO_COM_DADOS;1
QA RLX GOLDEN ADVERSARIAL FIDC;83910000000237;e84fdd30-39ed-de86-292e-0d8d9d92d759;QA RLX CEDENTE 07;83920000000722;QA RLX SACADO 01;83930000000118;920000000000000000012;QA-A-000012;900000012;NOTA_FISCAL;35260883920000000722551210000000121100001203;12513,37;11700,00;11700,00;0,00;2026-08-09;2026-06-26;2026-09-24;2026-06-28;ATIVO;COMPLETO_COM_DADOS;1
